,id,brand,category,rating,number_of_reviews,love,price,value_price,MarketingFlags,details,how_to_use,ingredients,online_only,exclusive
0,2218774,4,71,7.0,4,3002,66.0,75.0,1,1595,752,1,1,0
1,2044816,4,28,8.0,76,2700,66.0,66.0,1,374,15,0,1,0
2,1417567,4,119,8.0,26,2600,180.0,180.0,1,498,15,1,1,0
3,1417617,4,119,8.0,23,2900,120.0,120.0,1,556,15,0,1,0
4,2218766,4,71,6.0,2,943,72.0,80.0,1,1380,752,1,1,0
5,1417609,4,119,8.0,79,2600,180.0,180.0,1,549,15,0,1,0
6,1638832,4,119,8.0,79,5000,210.0,210.0,1,670,15,0,1,0
7,1284462,4,28,5.0,13,719,120.0,120.0,1,489,15,1,1,0
8,2221588,4,14,7.0,5,800,58.0,58.0,1,853,101,1,1,0
9,2221596,4,119,5.0,5,2100,58.0,58.0,1,1027,99,0,1,1
10,2243699,4,119,6.0,3,87,120.0,120.0,1,470,752,0,1,0
11,1417633,4,119,8.0,16,1900,120.0,120.0,0,449,15,0,0,0
12,1886621,4,119,8.0,19,2300,142.0,142.0,1,655,15,1,1,0
13,1417575,4,119,8.0,44,2900,120.0,120.0,1,521,15,0,1,0
14,2339661,4,119,0.0,0,143,275.0,275.0,1,272,752,0,1,0
15,2295228,4,71,7.0,1,594,80.0,95.0,1,1124,752,0,1,1
16,2044725,4,119,8.0,6,306,120.0,120.0,1,648,15,0,1,0
17,2222917,4,13,5.0,2,420,55.0,55.0,1,750,147,1,1,0
18,967224,4,17,6.0,7,400,50.0,50.0,1,462,15,1,1,0
19,1059500,4,28,7.0,20,584,120.0,120.0,1,941,15,1,1,0
20,2295210,4,120,5.0,1,211,113.0,143.0,1,969,752,0,1,0
21,2243715,4,119,5.0,1,250,70.0,70.0,1,470,752,1,1,0
22,1979608,4,119,8.0,5,396,120.0,120.0,1,738,15,1,1,0
23,2222909,4,13,5.0,2,444,55.0,55.0,1,711,148,1,1,0
24,1226885,4,119,8.0,34,1900,142.0,142.0,1,793,15,1,1,0
25,1915396,4,28,7.0,1,116,245.0,245.0,1,686,15,0,1,0
26,1775055,4,28,0.0,0,259,120.0,120.0,1,619,15,1,1,0
27,2295236,4,119,5.0,2,464,275.0,275.0,1,408,759,1,1,0
28,2295194,4,120,5.0,1,153,200.0,279.0,1,951,752,1,1,0
29,1629369,4,28,7.0,5,303,245.0,245.0,1,487,15,1,1,0
30,1915412,4,28,7.0,2,160,245.0,245.0,1,712,15,1,1,0
31,2295202,4,120,0.0,0,204,113.0,143.0,1,749,752,1,1,0
32,2295186,4,120,0.0,0,235,200.0,279.0,1,1099,752,0,1,0
33,2339703,4,119,0.0,0,165,275.0,275.0,1,363,752,1,1,0
34,2339687,4,119,0.0,0,122,275.0,275.0,1,383,752,1,1,0
35,1794585,1,119,7.0,91,8000,130.0,130.0,1,783,752,1,1,0
36,1639228,1,119,8.0,77,5600,130.0,130.0,1,563,15,1,1,0
37,1699222,1,119,5.0,12,1700,235.0,235.0,1,658,15,0,1,0
38,1639236,1,119,8.0,63,3800,130.0,130.0,1,565,15,1,1,0
39,2317907,1,142,0.0,0,108,30.0,30.0,1,826,752,1,1,0
40,2350064,1,122,8.0,32,5900,30.0,30.0,1,511,15,0,1,0
41,2039121,1,119,8.0,39,4400,130.0,130.0,1,681,752,1,1,0
42,2317907,1,119,5.0,2,697,30.0,30.0,1,826,752,1,1,0
43,1855626,1,119,6.0,33,1500,130.0,130.0,1,782,752,1,1,0
44,1659077,1,119,8.0,48,3900,130.0,130.0,1,384,15,1,1,0
45,2350031,1,71,8.0,33,4700,30.0,30.0,1,563,15,0,1,0
46,1639210,1,119,7.0,17,1800,130.0,130.0,1,560,15,1,1,0
47,1738640,1,93,8.0,386,17000,30.0,30.0,1,312,15,1,1,0
48,1738582,1,119,8.0,52,4700,180.0,180.0,1,566,752,1,1,0
49,2192177,1,119,8.0,12,1100,130.0,130.0,1,582,752,0,1,0
50,2350023,1,122,7.0,11,1300,30.0,30.0,1,754,759,0,1,0
51,1639251,1,119,8.0,23,2900,130.0,130.0,1,566,15,1,1,0
52,1659085,1,119,8.0,9,1400,130.0,130.0,1,855,752,1,1,0
53,1736065,1,105,5.0,4,961,15.0,15.0,0,671,15,0,0,0
54,2115467,1,122,8.0,3,1300,30.0,30.0,1,610,15,0,1,0
55,1912427,1,119,7.0,3,1600,175.0,175.0,1,1002,15,1,1,0
56,1912419,1,119,7.0,14,1300,175.0,175.0,1,1151,15,1,1,0
57,2189975,5,47,5.0,116,6100,58.0,58.0,0,1611,149,1,0,0
58,2189959,5,47,5.0,170,8200,58.0,58.0,0,1870,124,1,0,0
59,2325223,5,89,5.0,59,3900,38.0,38.0,0,940,73,1,0,0
60,2265866,5,26,5.0,18,1000,44.0,44.0,1,1173,15,1,1,0
61,2265858,5,47,5.0,54,2400,58.0,58.0,1,1375,92,1,1,0
62,2324978,5,103,5.0,35,4100,28.0,28.0,1,980,15,1,1,0
63,1957182,6,58,7.0,656,41300,115.0,115.0,1,1879,476,1,0,1
64,2170827,6,116,8.0,1000,18200,98.0,98.0,1,1867,315,1,0,1
65,2289643,6,140,8.0,38,12600,125.0,200.0,1,2438,483,1,0,1
66,1582477,6,116,8.0,462,16200,112.0,112.0,0,1755,277,1,0,0
67,1328855,6,45,7.0,873,27500,68.0,68.0,0,1625,321,1,0,0
68,1420223,6,60,8.0,422,21300,28.0,28.0,0,1597,202,1,0,0
69,1644376,6,45,7.0,100,5100,74.0,74.0,0,1162,256,1,0,0
70,2063014,6,94,7.0,491,32100,35.0,35.0,1,1777,618,1,0,1
71,1675974,6,58,7.0,221,8900,118.0,118.0,0,1344,210,1,0,0
72,2338317,6,112,0.0,0,0,25.0,25.0,1,1879,476,1,0,1
73,2211753,6,55,8.0,63,8100,38.0,38.0,1,1865,359,1,0,1
74,1328822,6,116,8.0,215,5500,94.0,94.0,0,1407,98,1,0,0
75,1357847,6,116,8.0,234,8900,94.0,94.0,0,1465,73,1,0,0
76,1898634,6,58,8.0,184,8800,95.0,95.0,1,1562,112,1,0,1
77,1985068,6,140,6.0,58,8200,80.0,144.0,1,1031,376,1,0,1
78,1649771,6,62,7.0,302,7100,38.0,38.0,0,1147,170,1,0,0
79,1772821,6,45,7.0,73,7200,70.0,70.0,1,1529,75,1,0,1
80,2282390,6,37,8.0,3,1400,84.0,84.0,1,935,108,1,0,1
81,2062990,6,58,8.0,24,4100,98.0,98.0,0,1552,400,1,0,0
82,2289320,6,140,7.0,20,6400,40.0,60.0,1,2232,723,1,0,1
83,1985076,6,140,8.0,21,3900,95.0,95.0,1,1057,511,1,1,1
84,2282408,6,116,8.0,77,6800,58.0,58.0,1,1405,436,1,0,1
85,1545748,6,56,8.0,232,8000,82.0,82.0,0,1341,328,1,0,0
86,1772813,6,116,8.0,67,4200,85.0,85.0,1,1330,162,1,0,1
87,1790039,6,62,8.0,26,2300,38.0,38.0,0,820,187,1,0,0
88,2282416,6,140,8.0,2,780,112.0,137.0,1,2007,192,1,1,1
89,2255503,6,58,8.0,72,2400,85.0,85.0,1,1274,170,1,0,1
90,2239945,6,87,7.0,14,1400,38.0,38.0,0,1000,66,1,0,0
91,1957208,6,116,8.0,37,2200,96.0,96.0,0,947,169,1,0,0
92,1328814,6,58,7.0,299,5400,98.0,98.0,0,1829,155,1,0,0
93,1357821,6,62,8.0,240,4800,28.0,28.0,0,1383,134,1,0,0
94,1792951,6,57,8.0,83,3800,36.0,36.0,0,709,153,1,0,0
95,2239937,6,13,7.0,10,1700,60.0,60.0,1,991,83,1,1,0
96,1789999,6,31,7.0,269,14600,38.0,38.0,0,1521,172,1,0,0
97,1629948,6,114,8.0,160,9900,25.0,25.0,0,485,184,1,0,0
98,1862549,6,89,8.0,100,6400,38.0,38.0,1,1024,179,1,0,1
99,1676980,6,137,7.0,110,4200,42.0,42.0,0,1045,376,1,0,0
100,1898642,6,114,8.0,65,8400,35.0,35.0,0,1196,173,1,0,0
101,1521392,6,58,8.0,179,9500,42.0,42.0,0,1387,197,1,0,0
102,1823095,6,55,8.0,55,6000,55.0,55.0,0,1253,236,1,0,0
103,1866318,6,31,7.0,39,3500,31.0,31.0,1,1647,124,1,0,1
104,1862515,6,32,7.0,26,2000,33.0,33.0,1,1538,104,1,0,1
105,2289650,6,9,5.0,5,395,65.0,65.0,1,1440,204,1,1,0
106,1862481,6,45,5.0,23,1000,72.0,72.0,0,2011,91,1,0,0
107,1814862,6,55,6.0,54,2100,48.0,48.0,0,1244,191,1,0,0
108,2289676,6,9,5.0,7,429,65.0,65.0,1,1444,203,1,1,0
109,2289668,6,9,5.0,4,237,65.0,65.0,1,1473,185,1,1,0
110,2289346,6,140,5.0,2,692,95.0,129.0,1,1980,530,1,0,1
111,2211761,6,116,6.0,21,1100,40.0,40.0,1,1357,164,1,0,1
112,1707744,6,65,8.0,97,9100,85.0,85.0,1,1046,646,1,0,1
113,1814854,6,116,7.0,93,3200,58.0,58.0,0,1265,99,1,0,0
114,1808898,6,31,7.0,46,3900,38.0,38.0,0,1337,109,1,0,0
115,2206134,7,58,8.0,633,6400,60.0,60.0,1,1297,370,1,0,1
116,2210466,7,112,6.0,17,4100,20.0,20.0,0,1279,374,1,0,0
117,2206225,7,58,5.0,5,1400,70.0,70.0,1,1153,195,1,1,0
118,2206159,7,62,5.0,10,499,44.0,44.0,1,921,247,1,1,0
119,2206217,7,58,5.0,3,1100,70.0,70.0,1,1008,359,1,1,0
120,2206142,7,55,8.0,7,680,75.0,75.0,0,1287,239,1,0,0
121,2206233,7,58,5.0,3,584,62.0,62.0,1,1454,345,1,1,0
122,2206191,7,65,5.0,3,1500,129.0,129.0,1,1088,217,1,1,0
123,2206241,7,45,7.0,9,598,99.0,99.0,0,1340,231,1,0,0
124,2206175,7,42,6.0,3,438,50.0,50.0,1,1198,226,1,1,0
125,2206183,7,116,8.0,6,472,52.0,52.0,1,1167,108,1,1,0
126,2206167,7,62,8.0,3,403,44.0,44.0,1,1103,245,1,1,0
127,2206209,7,116,6.0,6,533,62.0,62.0,1,1122,265,1,1,0
128,2331809,299,116,8.0,124,2900,60.0,60.0,1,1926,61,1,1,0
129,2331825,299,58,8.0,57,2400,68.0,68.0,1,1507,191,1,1,0
130,2331882,299,62,8.0,67,4900,36.0,36.0,1,1340,198,1,1,0
131,2331817,299,45,8.0,74,4200,62.0,62.0,1,1661,84,1,1,0
132,2331833,299,55,8.0,66,3900,68.0,68.0,1,1382,163,1,1,0
133,1772383,2,33,8.0,552,25200,52.0,52.0,1,1972,277,1,1,0
134,1415785,2,127,7.0,747,26400,34.0,34.0,1,1844,200,1,1,0
135,2211787,2,140,7.0,7,1700,65.0,97.0,1,2330,633,1,1,1
136,1674308,2,85,7.0,1000,55700,42.0,42.0,1,1964,522,1,1,0
137,2140267,2,127,8.0,148,7100,34.0,34.0,1,786,237,1,1,0
138,2140275,2,123,7.0,174,15400,38.0,38.0,1,755,287,1,1,0
139,2140143,2,127,7.0,104,2200,34.0,34.0,1,1611,127,1,1,0
140,2140176,2,33,7.0,96,2100,34.0,34.0,1,1608,126,1,1,0
141,2140291,2,127,7.0,117,4000,34.0,34.0,1,1169,164,1,1,0
142,2140309,2,33,8.0,97,3100,34.0,34.0,1,1179,227,1,1,0
143,2140226,2,85,8.0,97,5300,32.0,32.0,1,1616,199,1,1,0
144,2140200,2,76,8.0,54,1100,45.0,45.0,1,1867,238,1,1,0
145,2195873,2,82,8.0,150,7700,21.0,21.0,1,481,913,1,1,0
146,2140341,2,127,8.0,29,1900,34.0,34.0,1,1238,62,1,1,0
147,2140317,2,85,8.0,16,2600,30.0,30.0,1,807,117,1,1,0
148,2195907,2,33,8.0,187,2100,32.0,32.0,1,1149,241,1,1,0
149,2140382,2,85,8.0,195,8600,34.0,34.0,1,924,327,1,1,0
150,2140150,2,123,7.0,154,3300,38.0,38.0,1,1748,367,1,1,0
151,2140408,2,127,8.0,110,1200,34.0,34.0,1,1883,130,1,1,0
152,2140325,2,85,8.0,370,14100,30.0,30.0,1,2254,153,1,1,0
153,2140358,2,33,7.0,18,1300,34.0,34.0,1,1356,107,1,1,0
154,2195840,2,85,8.0,186,2200,30.0,30.0,1,1579,265,1,1,0
155,2140424,2,85,7.0,169,5200,34.0,34.0,1,2284,202,1,1,0
156,2140390,2,77,7.0,124,6000,38.0,38.0,1,579,139,1,1,0
157,2140234,2,76,8.0,446,1800,40.0,40.0,1,1530,239,1,1,0
158,2140283,2,123,8.0,59,4800,38.0,38.0,1,593,247,1,1,0
159,2149300,2,76,7.0,92,3200,45.0,45.0,1,680,160,1,1,0
160,2140366,2,85,8.0,90,3100,34.0,34.0,1,1423,366,1,1,0
161,2140416,2,33,7.0,107,948,34.0,34.0,1,1892,152,1,1,0
162,2195824,2,78,7.0,157,3600,30.0,30.0,1,731,915,1,1,0
163,2236313,2,85,7.0,63,628,32.0,32.0,1,502,174,1,1,0
164,2140218,2,123,7.0,13,1500,37.0,37.0,1,1675,220,1,1,0
165,2140333,2,85,7.0,98,4900,30.0,30.0,1,658,152,1,1,1
166,2143584,2,140,4.0,8,1800,25.0,36.0,1,1713,176,1,1,0
167,2195816,2,41,7.0,133,1600,25.0,25.0,1,750,900,1,1,0
168,2195899,2,82,8.0,86,935,30.0,30.0,1,618,870,1,1,0
169,2140168,2,123,8.0,429,1000,45.0,45.0,1,1634,408,1,1,0
170,2195832,2,85,8.0,71,4700,32.0,32.0,1,623,856,1,1,0
171,2195857,2,82,8.0,175,749,30.0,30.0,1,893,268,1,1,0
172,2140374,2,85,5.0,16,2400,32.0,32.0,1,780,61,1,1,0
173,1498153,2,72,7.0,16,3100,10.0,10.0,1,1022,184,1,1,0
174,1498146,2,72,7.0,18,3200,10.0,10.0,1,1211,194,1,1,0
175,2035079,300,76,8.0,1000,48900,28.0,28.0,0,2000,217,1,0,0
176,2034965,300,127,8.0,389,30800,20.0,20.0,0,2102,215,1,0,0
177,2034957,300,33,8.0,180,21800,24.0,24.0,0,2098,257,1,0,0
178,2035046,300,41,8.0,1000,40500,25.0,25.0,0,2645,761,1,0,0
179,2314565,300,76,8.0,170,12500,25.0,25.0,0,1260,362,1,0,0
180,2190171,300,86,7.0,87,14000,120.0,120.0,1,654,846,0,0,1
181,2035087,300,76,8.0,90,13100,38.0,38.0,1,2373,386,1,1,0
182,2314573,300,140,5.0,16,3700,29.0,44.0,0,1482,526,1,0,0
183,2035129,300,78,8.0,275,20900,25.0,25.0,0,2042,88,1,0,0
184,2126332,300,123,8.0,89,12500,25.0,25.0,0,2079,342,1,0,0
185,2190122,300,83,7.0,139,8700,120.0,120.0,1,951,201,0,0,1
186,2035137,300,85,7.0,681,18100,25.0,25.0,0,2074,447,1,0,0
187,2042000,300,72,7.0,124,13100,12.0,12.0,0,2000,217,1,0,0
188,2190221,300,127,6.0,88,5700,20.0,20.0,0,1232,185,1,0,0
189,2034932,300,85,8.0,24,7300,25.0,25.0,0,2223,392,1,0,0
190,1703560,300,83,7.0,189,14100,100.0,100.0,0,550,15,0,0,0
191,2042018,300,72,8.0,25,5600,14.0,14.0,1,2373,386,1,1,0
192,2035095,300,33,7.0,21,3500,22.0,22.0,0,2207,230,1,0,0
193,2280303,300,127,8.0,91,4000,25.0,25.0,0,1939,338,1,0,0
194,2035152,300,127,7.0,27,4100,16.0,16.0,0,2296,203,1,0,0
195,2314581,300,83,5.0,2,534,150.0,150.0,0,1082,384,0,0,0
196,2190239,300,33,6.0,44,3500,20.0,20.0,0,1332,186,1,0,0
197,2035103,300,127,6.0,46,3900,18.0,18.0,1,2156,256,1,0,1
198,2035020,300,33,7.0,19,2100,16.0,16.0,1,1245,240,1,1,1
199,1974013,300,75,6.0,12,2100,200.0,200.0,1,1413,15,0,1,0
200,2042034,300,140,8.0,50,10700,29.0,52.0,1,1306,15,1,0,1
201,2035160,300,33,6.0,28,4200,20.0,20.0,0,1993,174,1,0,0
202,2041986,300,72,6.0,21,5000,12.0,12.0,0,2102,215,1,0,0
203,2035145,300,33,7.0,22,3000,16.0,16.0,0,2320,167,1,0,0
204,2148815,300,140,7.0,14,6900,250.0,250.0,1,1478,240,0,1,1
205,2069169,300,85,7.0,25,4300,25.0,25.0,1,1801,369,1,1,0
206,2035178,300,127,7.0,42,4600,20.0,20.0,0,1978,211,1,0,0
207,1880806,300,83,6.0,40,8300,150.0,165.0,1,1308,255,0,0,1
208,2190247,300,83,8.0,17,1300,120.0,120.0,1,600,408,0,1,0
209,2035038,300,127,7.0,29,2600,16.0,16.0,1,1261,207,1,1,1
210,2190262,300,75,5.0,17,1100,200.0,200.0,0,579,358,0,0,0
211,2041994,300,72,8.0,63,10300,10.0,10.0,0,2625,761,1,0,0
212,2126324,300,33,7.0,41,5900,25.0,25.0,0,1665,171,1,0,0
213,2034940,300,85,7.0,157,15000,25.0,25.0,0,2054,152,1,0,0
214,2126340,300,127,8.0,47,6900,25.0,25.0,1,1933,249,1,0,1
215,2034981,300,82,7.0,65,6500,25.0,25.0,0,1948,566,1,0,0
216,2034999,300,77,8.0,20,4600,28.0,28.0,1,1861,673,1,1,0
217,2069151,300,85,7.0,27,3400,25.0,25.0,1,1668,326,1,1,0
218,2201283,300,85,8.0,27,4000,25.0,25.0,0,1192,68,1,0,0
219,2041978,300,72,8.0,2,0,12.0,12.0,1,2098,257,1,1,0
220,2280287,300,33,8.0,76,1800,25.0,25.0,0,1972,405,1,0,0
221,2035053,300,85,8.0,35,4500,25.0,25.0,0,1958,644,1,0,0
222,2069193,300,30,7.0,29,4000,25.0,25.0,0,1248,567,1,0,0
223,2035111,300,85,7.0,41,6600,25.0,25.0,0,2356,411,1,0,0
224,2186864,300,85,7.0,30,2800,25.0,25.0,1,1415,136,1,1,0
225,1880814,300,140,6.0,24,9000,80.0,80.0,1,1237,273,0,0,1
226,2190205,300,85,8.0,29,2300,25.0,25.0,1,1315,184,1,1,0
227,2035061,300,33,8.0,63,7900,25.0,25.0,0,2367,646,1,0,0
228,2190189,300,127,7.0,36,2500,25.0,25.0,0,2308,154,1,0,0
229,2280493,300,85,6.0,55,3600,25.0,25.0,0,2409,314,1,0,0
230,2069185,300,85,7.0,16,2700,25.0,25.0,0,1986,159,1,0,0
231,2190197,300,82,5.0,523,3200,25.0,25.0,0,2190,223,1,0,0
232,2042026,300,72,8.0,8,4800,10.0,10.0,0,2074,447,1,0,0
233,1958040,300,35,5.0,3,3300,60.0,60.0,1,913,1059,0,0,1
234,1958032,300,35,6.0,5,2500,120.0,120.0,1,1100,1059,0,0,1
235,2333391,300,30,7.0,4,483,18.0,18.0,1,810,198,1,1,0
236,1958024,300,83,6.0,20,1800,150.0,150.0,0,871,15,0,0,0
237,2190254,300,35,5.0,4,751,120.0,120.0,1,640,907,0,1,0
238,2204410,300,75,0.0,0,323,300.0,300.0,0,532,296,0,0,0
239,2187698,3,65,8.0,1000,55700,60.0,60.0,0,1118,348,1,0,0
240,1161686,3,62,8.0,449,14500,50.0,50.0,0,1109,542,1,0,0
241,1496488,3,4,7.0,1000,30900,60.0,60.0,0,1074,782,1,0,0
242,1984715,3,114,8.0,152,15300,145.0,145.0,0,1053,394,1,0,0
243,1328046,3,116,7.0,186,5600,150.0,150.0,0,887,360,1,0,0
244,1328038,3,45,7.0,268,9700,85.0,85.0,0,1251,718,1,0,0
245,1161736,3,138,8.0,183,15900,50.0,50.0,0,1254,405,1,0,0
246,1161827,3,116,8.0,381,9300,100.0,100.0,0,891,360,1,0,0
247,1930924,3,116,7.0,186,9500,98.0,98.0,0,1204,373,1,0,0
248,1328053,3,58,8.0,98,5000,100.0,100.0,0,1166,446,1,0,0
249,2150233,3,45,8.0,16,2800,260.0,260.0,0,973,457,1,0,0
250,2150225,3,116,5.0,8,1100,150.0,150.0,0,985,445,1,0,0
251,1675990,3,45,7.0,81,6400,95.0,95.0,0,1357,738,1,0,0
252,2187672,3,58,8.0,77,2300,250.0,250.0,0,1128,352,1,0,0
253,2244614,3,140,7.0,7,4200,62.0,81.0,1,907,1083,1,0,0
254,2302404,3,140,5.0,1,397,170.0,230.0,1,1042,1441,1,1,0
255,2268688,3,112,8.0,1000,3500,22.0,22.0,1,1044,273,1,1,0
256,1161710,3,56,7.0,305,7700,50.0,50.0,0,1250,857,1,0,0
257,1583053,3,55,8.0,181,7900,60.0,60.0,0,1227,503,1,0,0
258,2268670,3,112,8.0,152,2000,95.0,95.0,0,1084,394,1,0,0
259,2268696,3,140,5.0,9,1900,25.0,28.0,1,959,777,1,1,0
260,1161660,3,114,8.0,270,9900,35.0,35.0,0,1158,474,1,0,0
261,2187680,3,55,6.0,22,967,200.0,200.0,0,985,326,1,0,0
262,2187706,3,55,8.0,103,3800,70.0,70.0,0,1095,358,1,0,0
263,1775915,3,130,6.0,16,3200,90.0,90.0,1,581,455,1,1,0
264,1900497,3,131,7.0,92,7700,15.0,15.0,0,1086,782,1,0,0
265,2351971,3,140,0.0,0,117,140.0,197.0,1,1001,534,1,1,0
266,2058402,3,56,7.0,56,2200,105.0,105.0,1,721,392,1,0,1
267,2139046,3,94,5.0,18,3600,42.0,42.0,1,838,115,1,1,0
268,2262285,3,130,8.0,3,278,25.0,25.0,1,913,629,1,1,1
269,1945724,3,18,6.0,46,2700,32.0,32.0,1,1069,665,1,0,1
270,1483155,3,130,7.0,20,1500,120.0,120.0,0,527,142,1,0,0
271,2150217,3,58,0.0,0,378,280.0,280.0,1,749,112,1,1,0
272,1056084,8,50,8.0,14000,660000,23.0,23.0,0,688,377,1,0,0
273,2276673,8,47,7.0,329,37700,45.0,45.0,1,1056,1296,1,0,0
274,1578699,8,50,8.0,10000,504700,21.0,21.0,0,347,658,1,0,0
275,1790534,8,50,7.0,3000,182300,23.0,23.0,0,724,380,1,0,0
276,1012855,8,50,8.0,4000,159800,22.0,22.0,0,265,213,1,0,0
277,929778,8,50,8.0,4000,143000,23.0,23.0,0,392,438,1,0,0
278,2036481,8,47,8.0,2000,266800,42.0,42.0,0,1119,209,1,0,0
279,2182111,8,50,7.0,743,41200,18.0,18.0,0,527,457,1,0,0
280,764936,8,50,8.0,2000,47900,23.0,23.0,0,328,15,1,0,0
281,1912120,8,89,8.0,1000,95700,40.0,40.0,1,1024,15,1,0,0
282,2311314,8,111,7.0,486,3300,25.0,25.0,0,974,395,1,0,0
283,2270783,8,70,7.0,1000,28100,38.0,38.0,0,612,307,1,0,0
284,1578657,8,43,8.0,1000,127300,18.0,18.0,0,471,126,0,0,0
285,2224608,8,126,8.0,179,26700,26.0,26.0,0,647,251,1,0,0
286,2311306,8,47,7.0,139,19200,49.0,49.0,1,997,2314,1,0,0
287,1908284,8,43,8.0,1000,69600,18.0,18.0,0,332,15,0,0,0
288,1852409,8,70,6.0,1000,97900,25.0,25.0,0,629,1851,1,0,0
289,2311330,8,50,0.0,0,8300,9.0,9.0,0,265,213,0,0,0
290,1615186,8,34,7.0,2000,247300,40.0,40.0,0,1000,67,1,0,0
291,1852425,8,34,7.0,258,11100,25.0,25.0,0,534,1756,1,0,0
292,765172,8,139,8.0,469,24100,28.0,28.0,0,543,15,0,0,0
293,2036408,8,103,7.0,4000,549000,20.0,20.0,0,415,386,1,0,0
294,829713,8,50,7.0,2000,78400,22.0,22.0,0,649,190,1,0,0
295,2270585,8,126,8.0,746,9900,36.0,36.0,0,561,459,1,0,0
296,2282739,8,47,8.0,101,27900,60.0,60.0,1,1573,639,1,0,1
297,2270551,8,47,5.0,113,28200,60.0,60.0,0,1592,497,1,0,0
298,1962695,8,103,8.0,818,112900,18.0,18.0,0,562,357,1,0,0
299,1820406,8,47,5.0,8000,470200,42.0,42.0,0,1344,40,1,0,0
300,2278356,8,47,8.0,54,19300,60.0,60.0,1,1424,614,1,0,0
301,2182178,8,50,6.0,206,21000,9.0,9.0,0,541,457,1,0,0
302,1942051,8,26,8.0,399,55400,30.0,30.0,0,1160,15,1,0,0
303,1941970,8,53,8.0,687,565200,12.0,12.0,0,705,41,1,0,0
304,2311322,8,111,6.0,5,2500,13.0,13.0,1,974,395,0,1,0
305,1993948,8,89,8.0,830,132800,40.0,40.0,0,572,224,1,0,0
306,2093565,8,96,8.0,1000,208100,16.0,16.0,0,379,41,1,0,0
307,2289965,8,67,8.0,356,15100,12.0,12.0,1,508,1563,0,0,1
308,2093557,8,47,8.0,1000,84500,42.0,42.0,0,1351,218,1,0,0
309,1942119,8,20,8.0,371,34700,28.0,28.0,0,1447,307,1,0,0
310,1118819,8,53,8.0,480,28800,23.0,23.0,0,432,227,1,0,0
311,1721968,8,50,8.0,296,40300,18.0,18.0,0,418,15,0,0,0
312,2266302,8,52,7.0,679,7500,18.0,18.0,0,594,209,1,0,0
313,2311348,8,47,8.0,27,8500,29.0,29.0,1,988,316,1,0,1
314,2226280,8,48,7.0,364,9400,13.0,13.0,0,572,206,1,0,0
315,1790633,8,89,8.0,2000,221600,40.0,40.0,0,753,223,1,0,0
316,1622075,8,50,7.0,314,40400,18.0,18.0,0,456,632,1,0,0
317,2289973,8,53,8.0,224,11200,29.0,29.0,1,1054,467,1,0,0
318,2326437,8,49,5.0,1,2900,24.0,32.0,1,559,325,1,0,0
319,975334,8,50,8.0,514,16700,21.0,21.0,0,208,142,1,0,0
320,1804467,8,43,8.0,36,16900,18.0,18.0,0,373,15,0,0,0
321,1792555,8,93,7.0,240,27900,16.0,16.0,0,244,168,1,0,0
322,2271195,8,89,8.0,110,25500,25.0,25.0,0,501,621,1,0,0
323,1957422,8,89,0.0,573,61100,40.0,40.0,0,749,154,1,0,0
324,2271203,8,56,5.0,12,1800,45.0,45.0,0,646,298,1,0,0
325,1703768,8,53,6.0,292,25500,18.0,18.0,0,283,70,1,0,0
326,2282697,8,89,5.0,12,10300,15.0,15.0,0,332,64,0,0,0
327,1703792,8,43,8.0,26,11200,18.0,18.0,0,247,70,0,0,0
328,1804459,8,54,7.0,317,43600,25.0,25.0,0,272,67,0,0,0
329,2278448,8,53,8.0,217,6600,29.0,29.0,1,1173,470,1,0,1
330,1622083,8,43,7.0,49,17200,18.0,18.0,0,312,15,0,0,0
331,1820414,8,52,6.0,47,5900,18.0,18.0,0,407,41,1,0,0
332,2267110,8,54,8.0,658,2000,24.0,24.0,0,416,250,0,0,0
333,765677,8,43,8.0,153,21000,17.0,17.0,0,115,15,0,0,0
334,1993963,8,103,6.0,98,12500,20.0,20.0,1,365,68,1,0,1
335,2147155,8,134,8.0,18,9200,18.0,18.0,0,575,151,1,0,0
336,765255,8,113,7.0,183,11800,6.0,6.0,0,352,15,0,0,0
337,1942275,8,89,7.0,137,21100,25.0,25.0,0,392,15,1,0,0
338,2246122,8,89,5.0,14,12400,22.0,22.0,1,572,576,1,0,0
339,2226264,8,13,7.0,59,7900,38.0,38.0,0,479,257,1,0,0
340,2147148,8,89,5.0,27,26500,15.0,15.0,0,332,64,1,0,0
341,765818,8,50,7.0,31,8300,22.5,22.5,0,283,132,0,0,0
342,1629278,9,61,8.0,224,4500,30.0,30.0,0,808,298,1,0,0
343,1652817,9,16,8.0,43,2100,56.0,56.0,1,521,190,1,1,0
344,2265577,9,132,5.0,2,3000,30.0,37.0,1,1148,15,1,1,0
345,1605591,9,129,7.0,136,7400,34.0,34.0,0,464,365,1,0,0
346,1605567,9,61,8.0,71,2300,36.0,36.0,0,547,239,1,0,0
347,1605559,9,115,8.0,108,3500,28.0,28.0,0,418,357,1,0,0
348,1605575,9,129,8.0,194,1800,20.0,20.0,0,591,347,1,0,0
349,1605674,9,115,8.0,38,3000,46.0,46.0,0,599,195,1,0,0
350,1710177,9,115,8.0,66,5700,20.0,20.0,0,635,410,1,0,0
351,1605526,9,115,8.0,42,1000,30.0,30.0,0,601,602,1,0,0
352,1605609,9,2,5.0,71,1800,24.0,24.0,0,576,179,1,0,0
